Date,Open,High,Low,Close,Volume
2020-01-02,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400
2020-01-03,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800
2020-01-06,70.9541954829699,72.4443284378041,70.70301958367426,72.40568542480469,118387200
2020-01-07,72.41534488187352,72.67134838279743,71.84537704823941,72.06515502929688,108872000
2020-01-08,71.76807876823776,73.5262949460089,71.76807876823776,73.22440338134766,132079200
2020-01-09,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400
2020-01-10,75.01404296807587,75.51397733804309,74.44648515944657,74.9488296508789,140644800
2020-01-13,75.26519625077637,76.57661149006776,75.1468497409281,76.55004119873047,121532000
2020-01-14,76.48726853727727,76.69738393857047,75.39321353332888,75.5163803100586,161954400
2020-01-15,75.31591552157606,76.19743749233605,74.76043057245047,75.19274139404297,121923600
2020-01-16,75.73614811924845,76.24574496948411,75.3738782015038,76.1346435546875,108829200
2020-01-17,76.3833883085302,76.97992629479913,76.07666915290817,76.9775161743164,137816400
2020-01-21,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200
2020-01-22,76.94130817856995,77.28184283508286,76.6345889237427,76.7287826538086,101832400
2020-01-23,76.78191527056143,77.17799326899588,76.23367533614605,77.09829711914062,104472000
2020-01-24,77.34462735281411,78.08848500678306,76.68529344990502,76.87609100341797,146537600
2020-01-27,74.8836004716033,75.29658608064733,73.63256355928529,74.61552429199219,161940000
2020-01-28,75.49704725649863,76.89782122944564,75.39802593452413,76.72634887695312,162234000
2020-01-29,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200
2020-01-30,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200
2020-01-31,77.50884783770134,77.9314960376563,74.45612410034879,74.75077056884766,199588400
2020-02-03,73.49248476536589,75.71199229580401,72.99014040911702,74.54548645019531,173788400
2020-02-04,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400
2020-02-05,78.13437974665777,78.43386124893598,77.03066957303884,77.63445281982422,118826800
2020-02-06,77.90494263047137,78.544951365906,77.34704752803583,78.54253387451172,105425600
2020-02-07,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000
2020-02-10,76.05871208817942,77.84288787841797,75.97882681770385,77.84288787841797,109348800
2020-02-11,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,94323200
2020-02-12,77.82353527181141,79.215532428976,77.82353527181141,79.210693359375,113730400
2020-02-13,78.48200469564426,78.97343988034811,78.27865296968668,78.64662170410156,94747600
2020-02-14,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600
2020-02-18,76.34436499059119,77.40712785272389,76.1628001871837,77.2255630493164,152531200
2020-02-19,77.46768033586122,78.57401741875222,77.46768033586122,78.34403228759766,93984000
2020-02-20,78.10433337158206,78.59334522089243,77.034308274592,77.54026794433594,100566000
2020-02-21,77.13358724414647,77.57660960627356,75.1678463572217,75.78516387939453,129554000
2020-02-24,71.96262546916086,73.63785968182607,70.01867143670297,72.18534088134766,222195200
