Date,Open,High,Low,Close,Volume
2025-05-29,459.93167902845283,460.10109634693043,453.71356774793736,457.0717468261719,13974800
2025-05-30,458.1080789456966,460.06119805700706,453.942742633105,458.7458190917969,34770500
2025-06-02,455.53716828611505,460.48971303831235,455.2880448481698,460.3502197265625,16626500
2025-06-03,459.85196958801225,462.5126212670428,459.24409259023946,461.3467102050781,15743800
2025-06-04,462.3730793208357,464.05715611586317,461.3965045417047,462.2435302734375,14162700
2025-06-05,463.3296970825432,468.00325491639626,462.4029652503908,466.0401611328125,20131700
2025-06-06,468.4417212017894,471.6803257365932,467.1363168836836,468.730712890625,15285600
2025-06-09,468.05311353771793,471.77001565920176,466.9768832876908,471.0924072265625,16469900
2025-06-10,469.53787169847936,471.14221196784314,465.3226923748716,469.2688293457031,15375900
2025-06-11,468.37197033665615,473.80287330978865,468.01324719222674,470.9628601074219,16399200
2025-06-12,473.3544415367432,478.73553201697933,471.8597009390277,477.1909484863281,18950600
2025-06-13,474.7395752703882,477.4998519181197,471.1023792861798,473.2946472167969,16814500
2025-06-16,473.5437784887318,479.00457509504827,473.3345233196989,477.46002197265625,15626100
2025-06-17,473.7331030955977,477.06138843382047,472.4177241014044,476.3638610839844,15414100
2025-06-18,476.3239856832242,479.313466764918,472.7963894918646,478.5561218261719,17526500
2025-06-20,480.53918652379775,481.76485435953526,475.1979642712812,475.7261047363281,37576200
2025-06-23,476.53323466530253,486.0397928967888,470.8532389300749,484.2959289550781,24864000
2025-06-24,487.23560408546166,490.1254297173699,485.0931183138473,488.3915100097656,22305600
2025-06-25,490.314771223071,492.82592441237585,487.6740689863978,490.5439453125,17495100
2025-06-26,491.2514824256969,496.29373818928514,491.08206511354325,495.705810546875,21578900
2025-06-27,495.80545117387857,497.54931522943417,491.30131038962224,494.20111083984375,34539200
2025-06-30,495.2972567719388,499.0042146991214,493.5932305818623,495.66595458984375,28369000
2025-07-01,494.7292533047111,496.30370004913976,489.2585123483102,490.3247375488281,19945400
2025-07-02,488.2719538404123,491.76965656989233,486.98649882219644,489.36810302734375,16319600
2025-07-03,492.07857999859937,498.3764278450543,491.7098821739863,497.0909423828125,13984800
2025-07-07,495.6360493014733,497.0012408266234,493.4935938943106,495.974853515625,13981600
2025-07-08,495.4965138505155,496.4531696907806,492.3774837277821,494.8786926269531,11846600
2025-07-09,498.54580110123976,505.003091421344,497.98776704512187,501.74456787109375,18659500
2025-07-10,501.2861517097084,502.67129257213526,496.0047471787155,499.7216796875,16492100
2025-07-11,496.72223609239006,503.25923259786794,496.054571905536,501.55523681640625,16459500
2025-07-14,499.7615155353931,502.2029372942231,499.273243347857,501.2562561035156,12058800
2025-07-15,501.2562471634966,506.51773265302506,501.027073076573,504.04644775390625,14927200
2025-07-16,503.40867779230757,504.94328659833275,500.13023542973804,503.8471374511719,15154400
2025-07-17,503.9069415603956,511.5699807689203,503.84715436950415,509.9058532714844,17503100
2025-07-18,512.6760872301095,512.8355602906365,505.6508184267905,508.2616271972656,21209700
2025-07-21,504.9333159392007,510.29448733980524,503.77737959397786,508.2715759277344,14066800
2025-07-22,509.1784090675831,509.40761357627605,503.4983825683594,503.4983825683594,13868600
2025-07-23,504.97320231513,505.01307057965715,498.9444273574923,504.0962829589844,16396600
2025-07-24,506.98609704492156,511.86891017220256,505.5212500656798,509.0887145996094,16107000
2025-07-25,510.67314061143924,516.4727417364818,508.57055332296227,511.9088439941406,19125700
2025-07-28,512.2775105607909,513.1942677567645,508.3313735189307,510.7030334472656,14308000
2025-07-29,513.7224399565682,515.8050777848653,509.7663282358281,510.7727966308594,16469200
2025-07-30,513.3636552782116,514.1409495778635,507.6537656967309,511.4404296875,26380400
2025-07-31,553.2831833968122,553.5024436401114,530.0350289229713,531.62939453125,51617300
2025-08-01,533.1241706958108,533.9213535531813,519.0337340919326,522.2723388671875,28977600
2025-08-04,526.4177481275262,536.3627358241171,526.2782244119826,533.7619018554688,25349000
2025-08-05,535.2964641743647,535.41603854948,525.3913146279989,525.8995361328125,19171600
2025-08-06,529.0385508551038,529.8357336828143,522.1926437275052,523.0994262695312,21355700
2025-08-07,524.9529190734887,526.2384349946553,515.7353514691818,519.0138549804688,16079100
2025-08-08,520.7676288144971,522.8204035830947,517.5888112007746,520.2095947265625,15531000
2025-08-11,520.4686618064882,525.7401525514866,517.8976909591346,519.9405517578125,20194400
2025-08-12,521.9135974657331,529.1182277589118,520.8672912006765,527.3843383789062,18667000
2025-08-13,530.2443026581628,530.8322607629538,517.5489813455309,518.7547607421875,19619200
2025-08-14,520.7277467800332,524.1058750288076,518.3162490497452,520.6480102539062,20269100
2025-08-15,520.9370505811125,524.255330935539,517.2599862571353,518.3461303710938,25213300
2025-08-18,519.7611730136332,520.9868407954262,512.2177084457264,515.286865234375,23760600
2025-08-19,513.1942782099028,513.3536904476517,506.7668813962475,507.98260498046875,21481000
2025-08-20,508.0822507382742,509.2082935133009,502.6712971096552,503.9468078613281,27723000
2025-08-21,502.74904380636957,506.68168580920974,501.7808546744913,503.2980041503906,18443300
2025-08-22,503.3079962424447,509.77590173606455,501.471437254012,506.2824401855469,24324200
